"Date","Time","Transaction ID","Receipt No.","Source","Cashier","Payment Type","Total","Cost","Profit","Email Recipient","Customer","Email Address","Mobile Number","Notes","Delivery Address","Park Tag"
"3 Mar 2024","3:07pm","1709449663","3229","In-Store","CJ Banao","Cash","147","0","147","","","","","","",""
"3 Mar 2024","2:54pm","1709448869","3228","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"3 Mar 2024","2:18pm","1709446703","3227","In-Store","CJ Banao","Cash","529","343.85","185.14999999999998","","","","","","",""
"3 Mar 2024","2:17pm","1709446673","3226","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"3 Mar 2024","1:49pm","1709444966","3225","In-Store","CJ Banao","Cash","97","63.05","33.95","","","","","","",""
"3 Mar 2024","1:49pm","1709444947","3224","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"3 Mar 2024","1:41pm","1709444517","3223","In-Store","CJ Banao","Cash","84.55","57.849999999999994","26.700000000000003","","","","","","",""
"3 Mar 2024","1:39pm","1709444350","3222","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"3 Mar 2024","1:01pm","1709442118","3221","In-Store","CJ Banao","Cash","96","62.4","33.6","","","","","","",""
"3 Mar 2024","12:44pm","1709441073","3220","In-Store","CJ Banao","Cash","459","298.35","160.64999999999998","","","","","","",""
"3 Mar 2024","11:31am","1709436695","3219","In-Store","CJ Banao","Cash","56","36.4","19.6","","","","","","",""
"3 Mar 2024","11:31am","1709436688","3218","In-Store","CJ Banao","Cash","319","207.35","111.65","","","","","","",""
"3 Mar 2024","11:02am","1709434962","3217","In-Store","CJ Banao","Cash","28","22.75","5.25","","","","","","",""
"3 Mar 2024","11:00am","1709434837","3216","In-Store","CJ Banao","Cash","116","11.05","104.95","","","","","","",""
"3 Mar 2024","10:59am","1709434779","3215","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"3 Mar 2024","10:38am","1709433501","3214","In-Store","CJ Banao","Cash","459","298.35","160.64999999999998","","","","","","",""
"3 Mar 2024","10:25am","1709432731","3213","In-Store","CJ Banao","Cash","147","0","147","","","","","","",""
"3 Mar 2024","10:25am","1709432713","3212","In-Store","CJ Banao","Cash","83.3","0","83.3","","","","","","",""
"3 Mar 2024","10:24am","1709432690","3211","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"3 Mar 2024","10:18am","1709432322","3210","In-Store","Irene","Cash","83.3","0","83.3","","","","","","",""
"3 Mar 2024","10:18am","1709432281","3209","In-Store","Irene","Cash","48","31.2","16.8","","","","","","",""
"3 Mar 2024","10:17am","1709432256","3208","In-Store","Irene","Cash","99","0","99","","","","","","",""
"3 Mar 2024","10:13am","1709432016","3207","In-Store","Irene","Cash","599","0","599","","","","","","",""
"3 Mar 2024","9:52am","1709430734","3206","In-Store","Irene","Cash","99","0","99","","","","","","",""
"3 Mar 2024","9:45am","1709430326","3205","In-Store","Irene","Cash","104","67.6","36.400000000000006","","","","","","",""
"3 Mar 2024","9:39am","1709429968","3204","In-Store","Irene","Cash","43.4","40.3","3.1000000000000014","","","","","","",""
"3 Mar 2024","9:39am","1709429948","3203","In-Store","Irene","Cash","529","343.85","185.14999999999998","","","","","","",""
"3 Mar 2024","9:35am","1709429741","3202","In-Store","Irene","Cash","45","0","45","","","","","","",""
"3 Mar 2024","9:35am","1709429718","3201","In-Store","Irene","Cash","790","0","790","","","","","","",""
"3 Mar 2024","9:24am","1709429060","3200","In-Store","Irene","Cash","499","0","499","","","","","","",""
"3 Mar 2024","9:17am","1709428646","3199","In-Store","Irene","Cash","198","0","198","","","","","","",""
"3 Mar 2024","9:17am","1709428625","3198","In-Store","Irene","Cash","99","0","99","","","","","","",""
"3 Mar 2024","9:16am","1709428611","3197","In-Store","Irene","Cash","99","0","99","","","","","","",""
"3 Mar 2024","9:07am","1709428023","3196","In-Store","Irene","Cash","198","0","198","","","","","","",""
"3 Mar 2024","9:06am","1709427999","3195","In-Store","Irene","Cash","99","0","99","","","","","","",""
"3 Mar 2024","9:06am","1709427986","3194","In-Store","Irene","Cash","99","0","99","","","","","","",""
"3 Mar 2024","9:06am","1709427973","3193","In-Store","Irene","Cash","147","0","147","","","","","","",""
"3 Mar 2024","9:05am","1709427947","3192","In-Store","Irene","Cash","255.3","207.35","47.95000000000002","","","","","","",""
"2 Mar 2024","5:44pm","1709372658","3191","In-Store","CJ Banao","Cash","89","57.85","31.15","","","","","","",""
"2 Mar 2024","5:43pm","1709372634","3190","In-Store","CJ Banao","Cash","58","37.7","20.299999999999997","","","","","","",""
"2 Mar 2024","5:43pm","1709372623","3189","In-Store","CJ Banao","Cash","84","75.39999999999999","8.600000000000009","","","","","","",""
"2 Mar 2024","5:41pm","1709372506","3188","In-Store","CJ Banao","Cash","79","40.95","38.05","","","","","","",""
"2 Mar 2024","5:41pm","1709372481","3187","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"2 Mar 2024","5:41pm","1709372464","3186","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"2 Mar 2024","5:40pm","1709372440","3185","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"2 Mar 2024","5:40pm","1709372421","3184","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"2 Mar 2024","5:40pm","1709372403","3183","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"2 Mar 2024","5:39pm","1709372389","3182","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"2 Mar 2024","5:39pm","1709372375","3181","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"2 Mar 2024","4:28pm","1709368121","3180","In-Store","CJ Banao","Cash","52","33.8","18.200000000000003","","","","","","",""
"2 Mar 2024","4:28pm","1709368081","3179","In-Store","CJ Banao","Cash","84","68.25","15.75","","","","","","",""
"2 Mar 2024","4:27pm","1709368060","3178","In-Store","CJ Banao","Cash","28","22.75","5.25","","","","","","",""
"2 Mar 2024","4:27pm","1709368043","3177","In-Store","CJ Banao","Cash","84","54.599999999999994","29.400000000000006","","","","","","",""
"2 Mar 2024","4:25pm","1709367900","3176","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"2 Mar 2024","4:24pm","1709367875","3175","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"2 Mar 2024","4:24pm","1709367858","3174","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"2 Mar 2024","4:24pm","1709367846","3173","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"2 Mar 2024","4:23pm","1709367833","3172","In-Store","CJ Banao","Cash","459","298.35","160.64999999999998","","","","","","",""
"2 Mar 2024","4:23pm","1709367806","3171","In-Store","CJ Banao","Cash","726","0","726","","","","","","",""
"2 Mar 2024","4:21pm","1709367683","3170","In-Store","CJ Banao","Cash","147","0","147","","","","","","",""
"2 Mar 2024","4:20pm","1709367646","3169","In-Store","CJ Banao","Cash","19","0","19","","","","","","",""
"2 Mar 2024","4:20pm","1709367629","3168","In-Store","CJ Banao","Cash","75","48.75","26.25","","","","","","",""
"2 Mar 2024","4:20pm","1709367614","3167","In-Store","CJ Banao","Cash","56","36.4","19.6","","","","","","",""
"2 Mar 2024","2:40pm","1709361647","3166","In-Store","CJ Banao","gcash","349","207.35","141.65","","","","","","",""
"2 Mar 2024","2:38pm","1709361530","3165","In-Store","CJ Banao","Cash","52","33.8","18.200000000000003","","","","","","",""
"2 Mar 2024","2:38pm","1709361512","3164","In-Store","CJ Banao","Cash","544","343.85","200.14999999999998","","","","","","",""
"2 Mar 2024","2:37pm","1709361475","3163","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"2 Mar 2024","2:37pm","1709361460","3162","In-Store","CJ Banao","Cash","44.1","51.1","-7","","","","","","",""
"2 Mar 2024","2:37pm","1709361420","3161","In-Store","CJ Banao","Cash","127","0","127","","","","","","",""
"2 Mar 2024","2:36pm","1709361402","3160","In-Store","CJ Banao","Cash","74","48.1","25.9","","","","","","",""
"2 Mar 2024","2:36pm","1709361387","3159","In-Store","CJ Banao","Cash","147","0","147","","","","","","",""
"2 Mar 2024","2:35pm","1709361358","3158","In-Store","CJ Banao","Cash","267.3","246.35","20.950000000000017","","","","","","",""
"2 Mar 2024","2:35pm","1709361306","3157","In-Store","CJ Banao","Cash","147","0","147","","","","","","",""
"2 Mar 2024","2:34pm","1709361265","3156","In-Store","CJ Banao","Cash","119","0","119","","","","","","",""
"2 Mar 2024","2:33pm","1709361197","3155","In-Store","CJ Banao","Cash","25","0","25","","","","","","",""
"2 Mar 2024","2:33pm","1709361185","3154","In-Store","CJ Banao","Cash","30","0","30","","","","","","",""
"2 Mar 2024","2:32pm","1709361169","3153","In-Store","CJ Banao","Cash","102.9","95.55","7.3500000000000085","","","","","","",""
"2 Mar 2024","2:32pm","1709361148","3152","In-Store","CJ Banao","Cash","147","95.55","51.45","","","","","","",""
"2 Mar 2024","2:31pm","1709361064","3151","In-Store","CJ Banao","Cash","55","35.75","19.25","","","","","","",""
"2 Mar 2024","2:30pm","1709361045","3150","In-Store","CJ Banao","Cash","139","0","139","","","","","","",""
"2 Mar 2024","2:29pm","1709360971","3149","In-Store","CJ Banao","Cash","56","36.4","19.6","","","","","","",""
"2 Mar 2024","2:29pm","1709360945","3148","In-Store","CJ Banao","Cash","56","36.4","19.6","","","","","","",""
"2 Mar 2024","2:28pm","1709360938","3147","In-Store","CJ Banao","Cash","56","36.4","19.6","","","","","","",""
"2 Mar 2024","2:28pm","1709360930","3146","In-Store","CJ Banao","Cash","319","207.35","111.65","","","","","","",""
"2 Mar 2024","2:28pm","1709360898","3145","In-Store","CJ Banao","Cash","127","0","127","","","","","","",""
"2 Mar 2024","2:27pm","1709360877","3144","In-Store","CJ Banao","Cash","147","0","147","","","","","","",""
"2 Mar 2024","2:27pm","1709360855","3143","In-Store","CJ Banao","gcash","1018","642.2","375.79999999999995","","","","","","",""
"2 Mar 2024","2:24pm","1709360699","3142","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"2 Mar 2024","2:24pm","1709360686","3141","In-Store","CJ Banao","Cash","198","0","198","","","","","","",""
"2 Mar 2024","2:24pm","1709360653","3140","In-Store","CJ Banao","Cash","251.3","233.35","17.950000000000017","","","","","","",""
"2 Mar 2024","2:23pm","1709360634","3139","In-Store","CJ Banao","Cash","279.3","239.85","39.45000000000002","","","","","","",""
"2 Mar 2024","2:23pm","1709360612","3138","In-Store","CJ Banao","Cash","370.3","343.85","26.44999999999999","","","","","","",""
"2 Mar 2024","2:23pm","1709360589","3137","In-Store","CJ Banao","Cash","325.3","298.35","26.94999999999999","","","","","","",""
"2 Mar 2024","2:21pm","1709360501","3136","In-Store","CJ Banao","Cash","389","252.85","136.15","","","","","","",""
"2 Mar 2024","2:21pm","1709360462","3135","In-Store","CJ Banao","Cash","321.3","298.35","22.94999999999999","","","","","","",""
"1 Mar 2024","6:22pm","1709288532","3134","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","6:13pm","1709287984","3133","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","6:07pm","1709287676","3132","In-Store","Justin Marcelo","Cash","60","39","21","","","","","","",""
"1 Mar 2024","6:01pm","1709287278","3131","In-Store","Justin Marcelo","Cash","95","0","95","","","","","","",""
"1 Mar 2024","5:53pm","1709286786","3130","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","5:52pm","1709286757","3129","In-Store","Justin Marcelo","Cash","147","0","147","","","","","","",""
"1 Mar 2024","5:52pm","1709286742","3128","In-Store","Justin Marcelo","Cash","139","0","139","","","","","","",""
"1 Mar 2024","5:52pm","1709286727","3127","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","5:51pm","1709286715","3126","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","5:45pm","1709286305","3125","In-Store","Justin Marcelo","Cash","0","0","0","","","","","Stock transfer to Cut Cut","",""
"1 Mar 2024","5:37pm","1709285844","3124","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","5:36pm","1709285760","3123","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","5:31pm","1709285474","3122","In-Store","Justin Marcelo","Cash","147","0","147","","","","","","",""
"1 Mar 2024","5:24pm","1709285075","3121","In-Store","Justin Marcelo","Cash","53","34.45","18.549999999999997","","","","","","",""
"1 Mar 2024","5:09pm","1709284189","3120","In-Store","Justin Marcelo","Cash","80","42.25","37.75","","","","","","",""
"1 Mar 2024","5:09pm","1709284172","3119","In-Store","Justin Marcelo","Cash","198","0","198","","","","","","",""
"1 Mar 2024","4:23pm","1709281424","3118","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","4:11pm","1709280700","3117","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","4:07pm","1709280464","3116","In-Store","Justin Marcelo","Cash","139","78","61","","","","","","",""
"1 Mar 2024","4:07pm","1709280442","3115","In-Store","Justin Marcelo","Cash","150","82.55","67.45","","","","","","",""
"1 Mar 2024","3:56pm","1709279779","3114","In-Store","Justin Marcelo","Cash","15","0","15","","","","","","",""
"1 Mar 2024","3:46pm","1709279178","3113","In-Store","Justin Marcelo","Cash","56","36.4","19.6","","","","","","",""
"1 Mar 2024","3:45pm","1709279136","3112","In-Store","Justin Marcelo","Cash","26","16.9","9.100000000000001","","","","","","",""
"1 Mar 2024","3:45pm","1709279122","3111","In-Store","Justin Marcelo","Cash","106.4","72.8","33.60000000000001","","","","","Lourdes Apolonio/05-00051","",""
"1 Mar 2024","3:43pm","1709279037","3110","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","3:43pm","1709279022","3109","In-Store","Justin Marcelo","Cash","265.3","246.35","18.950000000000017","","","","","","",""
"1 Mar 2024","3:17pm","1709277437","3108","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","3:10pm","1709277050","3107","In-Store","Justin Marcelo","Cash","3357","2398.5","958.5","","","","","Tie- up donbosco ","",""
"1 Mar 2024","3:01pm","1709276510","3106","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","2:55pm","1709276159","3105","In-Store","Justin Marcelo","Cash","15","0","15","","","","","","",""
"1 Mar 2024","2:55pm","1709276149","3104","In-Store","Justin Marcelo","Cash","52","33.8","18.200000000000003","","","","","","",""
"1 Mar 2024","2:55pm","1709276136","3103","In-Store","Justin Marcelo","Cash","127","0","127","","","","","","",""
"1 Mar 2024","2:55pm","1709276117","3102","In-Store","Justin Marcelo","Cash","370.3","343.85","26.44999999999999","","","","","","",""
"1 Mar 2024","2:54pm","1709276097","3101","In-Store","Justin Marcelo","Cash","52","33.8","18.200000000000003","","","","","","",""
"1 Mar 2024","2:54pm","1709276088","3100","In-Store","Justin Marcelo","Cash","56","36.4","19.6","","","","","","",""
"1 Mar 2024","2:54pm","1709276077","3099","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","2:54pm","1709276065","3098","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","2:53pm","1709276000","3097","In-Store","Justin Marcelo","Cash","28","18.2","9.8","","","","","","",""
"1 Mar 2024","1:24pm","1709270675","3096","In-Store","Justin Marcelo","Cash","56","45.5","10.5","","","","","","",""
"1 Mar 2024","1:08pm","1709269733","3095","In-Store","Justin Marcelo","Cash","28","22.75","5.25","","","","","","",""
"1 Mar 2024","12:36pm","1709267778","3094","In-Store","Justin Marcelo","Cash","372.3","343.85","28.44999999999999","","","","","","",""
"1 Mar 2024","12:21pm","1709266917","3093","In-Store","Justin Marcelo","Cash","53","34.45","18.549999999999997","","","","","","",""
"1 Mar 2024","12:01pm","1709265674","3092","In-Store","Justin Marcelo","Cash","52","33.8","18.200000000000003","","","","","","",""
"1 Mar 2024","11:43am","1709264611","3091","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","11:11am","1709262719","3090","In-Store","Justin Marcelo","Cash","104.9","78.64999999999999","26.250000000000014","","","","","","",""
"1 Mar 2024","10:56am","1709261815","3089","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","10:56am","1709261803","3088","In-Store","Justin Marcelo","Cash","56","36.4","19.6","","","","","","",""
"1 Mar 2024","10:44am","1709261078","3087","In-Store","Justin Marcelo","Credit","94.6","72.8","21.799999999999997","","","","","Charge to CJ Banao","",""
"1 Mar 2024","10:43am","1709261013","3086","In-Store","Justin Marcelo","Credit","131.6","70.85","60.75","","","","","Charge to Irene Tubilan","",""
"1 Mar 2024","10:40am","1709260819","3085","In-Store","Justin Marcelo","Cash","56","45.5","10.5","","","","","","",""
"1 Mar 2024","10:08am","1709258898","3084","In-Store","Justin Marcelo","Cash","147","0","147","","","","","","",""
"1 Mar 2024","9:57am","1709258255","3083","In-Store","Justin Marcelo","Cash","139","0","139","","","","","","",""
"1 Mar 2024","9:42am","1709257344","3082","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","9:42am","1709257325","3081","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","9:04am","1709255097","3080","In-Store","Justin Marcelo","Cash","55","35.75","19.25","","","","","","",""
"1 Mar 2024","8:59am","1709254792","3079","In-Store","Justin Marcelo","Cash","579","376.35","202.64999999999998","","","","","","",""
"1 Mar 2024","8:52am","1709254322","3078","In-Store","Justin Marcelo","Cash","107","69.55","37.45","","","","","","",""
"1 Mar 2024","8:46am","1709254009","3077","In-Store","Justin Marcelo","Cash","99","52","47","","","","","","",""
"1 Mar 2024","8:18am","1709252298","3076","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","7:51am","1709250686","3075","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"1 Mar 2024","7:28am","1709249291","3074","In-Store","Justin Marcelo","Cash","40","26","14","","","","","","",""
"29 Feb 2024","6:39pm","1709203179","3073","In-Store","Justin Marcelo","Cash","55.3","39","16.299999999999997","","","","","","",""
"29 Feb 2024","6:20pm","1709202051","3072","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","6:15pm","1709201713","3071","In-Store","Justin Marcelo","Cash","272.3","252.85","19.450000000000017","","","","","","",""
"29 Feb 2024","6:11pm","1709201510","3070","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","6:08pm","1709201333","3069","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","6:06pm","1709201205","3068","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","6:03pm","1709200982","3067","In-Store","Justin Marcelo","Cash","60","39","21","","","","","","",""
"29 Feb 2024","6:02pm","1709200969","3066","In-Store","Justin Marcelo","Cash","28","18.2","9.8","","","","","","",""
"29 Feb 2024","5:54pm","1709200442","3065","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","5:49pm","1709200177","3064","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","5:43pm","1709199801","3063","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","5:41pm","1709199703","3062","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","5:33pm","1709199199","3061","In-Store","Justin Marcelo","Cash","56","45.5","10.5","","","","","","",""
"29 Feb 2024","5:20pm","1709198434","3060","In-Store","Justin Marcelo","Cash","111.9","79.94999999999999","31.950000000000017","","","","","","",""
"29 Feb 2024","4:50pm","1709196643","3059","In-Store","Justin Marcelo","Cash","187","0","187","","","","","","",""
"29 Feb 2024","4:32pm","1709195522","3058","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","4:26pm","1709195182","3057","In-Store","Justin Marcelo","Cash","28","18.2","9.8","","","","","","",""
"29 Feb 2024","4:24pm","1709195096","3056","In-Store","Justin Marcelo","Cash","55","35.75","19.25","","","","","","",""
"29 Feb 2024","3:52pm","1709193174","3055","In-Store","Justin Marcelo","Cash","38","0","38","","","","","","",""
"29 Feb 2024","3:43pm","1709192638","3054","In-Store","Justin Marcelo","Cash","35","16.25","18.75","","","","","","",""
"29 Feb 2024","3:43pm","1709192628","3053","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","3:37pm","1709192247","3052","In-Store","Justin Marcelo","Cash","25","0","25","","","","","","",""
"29 Feb 2024","3:33pm","1709192037","3051","In-Store","Justin Marcelo","Credit","147","0","147","","","","","","",""
"29 Feb 2024","3:27pm","1709191653","3050","In-Store","Justin Marcelo","Cash","52.25","35.75","16.5","","","","","","",""
"29 Feb 2024","3:26pm","1709191594","3049","In-Store","Justin Marcelo","Cash","147","0","147","","","","","","",""
"29 Feb 2024","3:04pm","1709190254","3048","In-Store","Justin Marcelo","Cash","198","0","198","","","","","","",""
"29 Feb 2024","2:42pm","1709188957","3047","In-Store","Justin Marcelo","Cash","274.3","252.85","21.450000000000017","","","","","","",""
"29 Feb 2024","2:37pm","1709188647","3046","In-Store","Justin Marcelo","Cash","469","298.35","170.64999999999998","","","","","","",""
"29 Feb 2024","2:36pm","1709188617","3045","In-Store","Justin Marcelo","Cash","147","0","147","","","","","","",""
"29 Feb 2024","2:22pm","1709187772","3044","In-Store","Justin Marcelo","Cash","297","0","297","","","","","","",""
"29 Feb 2024","2:17pm","1709187438","3043","In-Store","Justin Marcelo","Cash","30","0","30","","","","","","",""
"29 Feb 2024","2:09pm","1709186941","3042","In-Store","Justin Marcelo","Cash","56","45.5","10.5","","","","","","",""
"29 Feb 2024","2:08pm","1709186928","3041","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","1:22pm","1709184141","3040","In-Store","Justin Marcelo","Cash","147","0","147","","","","","","",""
"29 Feb 2024","1:03pm","1709182983","3039","In-Store","Justin Marcelo","Cash","80.9","59.8","21.10000000000001","","","","","","",""
"29 Feb 2024","1:02pm","1709182949","3038","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","11:57am","1709179079","3037","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","10:25am","1709173520","3036","In-Store","Justin Marcelo","Cash","379","246.35","132.65","","","","","","",""
"29 Feb 2024","10:16am","1709173002","3035","In-Store","Justin Marcelo","Cash","127","0","127","","","","","","",""
"29 Feb 2024","10:03am","1709172188","3034","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","9:44am","1709171045","3033","In-Store","Justin Marcelo","Cash","599","0","599","","","","","","",""
"29 Feb 2024","9:10am","1709169019","3032","In-Store","Justin Marcelo","gcash","139","0","139","","","","","","",""
"29 Feb 2024","7:38am","1709163486","3031","In-Store","Justin Marcelo","Cash","127","0","127","","","","","","",""
"29 Feb 2024","7:27am","1709162867","3030","In-Store","Justin Marcelo","Cash","60","39","21","","","","","","",""
"29 Feb 2024","7:19am","1709162385","3029","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
"29 Feb 2024","6:54am","1709160862","3028","In-Store","Justin Marcelo","Cash","127","0","127","","","","","","",""
"29 Feb 2024","6:54am","1709160851","3027","In-Store","Justin Marcelo","Cash","127","22.75","104.25","","","","","","",""
"28 Feb 2024","6:21pm","1709115662","3026","In-Store","Justin Marcelo","Cash","147","0","147","","","","","","",""
"28 Feb 2024","6:20pm","1709115644","3025","In-Store","Justin Marcelo","Cash","133","22.1","110.9","","","","","","",""
"28 Feb 2024","6:20pm","1709115611","3024","In-Store","Justin Marcelo","Cash","94","61.099999999999994","32.900000000000006","","","","","","",""
"28 Feb 2024","5:44pm","1709113475","3023","In-Store","Justin Marcelo","Cash","55.3","51.35","3.9499999999999957","","","","","","",""
"28 Feb 2024","5:29pm","1709112580","3022","In-Store","Justin Marcelo","Cash","544","343.85","200.14999999999998","","","","","","",""
"28 Feb 2024","5:29pm","1709112562","3021","In-Store","Justin Marcelo","Cash","267.3","246.35","20.950000000000017","","","","","","",""
"28 Feb 2024","5:22pm","1709112151","3020","In-Store","Justin Marcelo","Cash","99","0","99","","","","","","",""
